ds,yhat,yhat_lower,yhat_upper
2022-03-28,1732.4725670641303,-1004.3289327524125,4492.1016387799245
2022-03-29,1709.754589357241,-903.712094344371,4433.588885880546
2022-03-30,1783.4258039497329,-961.1511862439119,4657.290683829659
2022-03-31,1674.8202176241907,-991.6763720043627,4418.441795937162
2022-04-01,2005.279539777001,-784.0837325638197,4880.323238255286
2022-04-02,1940.476440629189,-880.9968177841272,4446.952380841688
2022-04-04,1917.7641340816303,-820.6564942289403,4652.277822596959
2022-04-05,1947.066458200951,-817.9441668789093,4518.407406199338
2022-04-06,2070.77309684407,-670.323228126719,5011.301478147163
2022-04-07,2009.0960000275438,-644.5536466106558,4706.971318343206
2022-04-08,2381.98568194515,-351.26266341506937,5175.94726205242
2022-04-09,2354.3619345142865,-273.7835859632679,5025.564048259092
2022-04-11,2386.1507937542488,-324.3026948409076,5007.371574128803
2022-04-12,2431.3517991816357,-446.51280522637717,5074.015008687298
2022-04-13,2562.7028209002087,-113.66295872206176,5358.731259564199
2022-04-14,2500.2607648357894,-201.30411246936242,5248.1339412918305
2022-04-15,2863.682751733676,145.034322026087,5645.370232176601
2022-04-16,2818.3361398570523,120.37952366617817,5450.240220909514
2022-04-17,2629.3964652233853,-67.56652068394435,5183.190795869488
2022-04-18,2790.938118134073,-74.11066244846914,5458.32913116665
2022-04-19,2795.8815780055866,65.54327352994926,5523.6608028053615
2022-04-20,2880.9090322081215,243.17977219798598,5477.653538930437
2022-04-21,2767.152971987386,0.181695919136736,5267.77673042075
2022-04-22,3075.117173827432,305.2454830835534,5689.222912675508
2022-04-23,2971.6378582304433,187.32196308210604,5616.07047697605
2022-04-24,2722.9994386609465,-9.298352122854578,5473.574272909197
2022-04-25,2824.3201819356987,83.95636127459312,5345.807141589297
2022-04-26,2769.928440181398,-31.455357764563725,5484.981104924766
2022-04-27,2797.5974989445676,-43.96453963519158,5533.936456592328
2022-04-30,2738.985815210489,44.2717905508307,5432.248266498418
2022-05-01,2451.218624047989,-354.50310011819,5368.924929144584
2022-05-02,2519.7023109574066,-285.6982206445611,5199.97299291962
2022-05-04,2448.293379983737,-204.15347513112778,5231.202119797807
2022-05-05,2268.9262426990117,-563.9883188511682,5014.689456982889
2022-05-06,2522.299825758633,-92.55376174281932,5311.894864213755
2022-05-07,2376.5470185646054,-469.416440740956,5007.53541243165
2022-05-08,2098.138340746087,-811.1338965467381,4760.369624243585
2022-05-09,2181.9163282075738,-678.2844559573157,4717.535865214567
2022-05-10,2122.3964327036842,-450.6035527895149,4678.657960676373
2022-05-11,2156.71300696707,-382.39894659657494,4895.630789408816
2022-05-12,2006.710478367435,-811.422357215955,4671.696660252283
2022-05-13,2292.2803943505473,-522.0107430929187,4842.5314799459675
2022-05-14,2180.966624483644,-654.6320576150475,4843.867251641436
2022-05-15,1938.2380385713338,-677.6759549658757,4796.500527712478
2022-05-16,2057.8724912040025,-674.6642487019067,4718.173013636162
2022-05-17,2033.7401134629595,-630.8011747094592,4694.699708032411
2022-05-18,2102.119261156685,-614.7625696779081,4821.568122666551
2022-05-19,1984.2763967298317,-873.6722634695293,4730.457980422164
2022-05-20,2299.2905099800705,-475.77322623006256,5134.1725999437085
2022-05-21,2214.54886260535,-418.41854364377645,4895.877208368339
2022-05-22,1995.0748612479542,-985.6396058341701,4784.752704908579
2022-05-23,2134.2414250311804,-516.0092488385253,4842.408341915926
2022-05-24,2126.013841688226,-474.75571253965467,4864.115903424492
2022-05-25,2206.610949093795,-605.77343400143,4756.208436150903
2022-05-26,2097.547852640333,-297.5444698262966,4872.813988436869
2022-05-27,2417.9214910205483,-349.08660663319495,5282.625572793263
2022-05-28,2335.7711245862997,-211.76359803677457,5140.390546166778
2022-05-29,2116.4368051791757,-378.8538842207707,4923.532025460304
2022-05-30,2253.5794557776526,-604.804397894507,4912.898619729858
2022-05-31,2241.8632105388583,-611.3191749014921,4957.002833804052
2022-06-01,2317.944919648696,-260.80215694944326,4918.35274484212
2022-06-02,2203.966444699974,-582.2134258250163,5049.498510156548
2022-06-04,2432.729056421524,-346.9585408597468,5385.610189057917
2022-06-05,2209.9155124616113,-494.9047527869795,4823.619983243
2022-06-06,2344.6515362729824,-425.25968447064747,5292.112801403147
2022-06-07,2332.0287023887863,-432.47023347485157,4980.722582265789
2022-06-08,2408.7598322119607,-262.43372052581805,5340.558977354612
2022-06-09,2297.1362757464963,-451.77246091873633,4972.226157052648
2022-06-11,2535.023060711278,-46.32197091344579,5233.214058019255
2022-06-12,2318.791493665014,-441.9350644458027,5188.906306463724
2022-06-13,2460.8271594742864,-207.03952242743648,5049.632094615195
2022-06-14,2456.0103113673918,-161.55652486817445,5205.368507947123
2022-06-15,2540.5086818029963,-55.271574167182216,5267.890638069552
2022-06-16,2436.2219782889974,-169.35852649819935,4986.87287349593
2022-06-17,2761.4803171482286,183.7976209393174,5545.596813257494
2022-06-18,2685.0434355663897,-136.80693067472373,5492.6829349540785
2022-06-19,2471.6089183016607,-231.66388781447876,5120.719471524194
2022-06-20,2613.821887287485,-221.43911342455795,5184.428305793786
2022-06-21,2606.354440039148,-164.73288889778343,5325.367069263175
2022-06-22,2684.9653302929883,-49.22680506302059,5371.187918811789
2022-06-23,2571.429964803706,-22.655101070130357,5523.704174904629
2022-06-24,2883.7233997110393,266.9935935657836,5648.263421078505
2022-06-25,2790.907616972819,29.956777011709775,5598.876121789997
2022-06-26,2557.6927154968894,-210.9656703729684,5230.331555755736
2022-06-27,2676.7739149388344,-14.479116843608288,5247.565004921162
2022-06-28,2643.368550659069,-152.68624577893283,5256.167727900165
2022-06-29,2693.618938371962,-4.101772556390432,5387.109937154076
2022-06-30,2549.9830238116674,-169.17245055095742,5320.65347636194
2022-07-01,2830.876116649183,137.728767671548,5522.896561146313
2022-07-02,2706.4202089143528,92.10916816306487,5567.312817816693
2022-07-03,2442.0327040328402,-242.43847199747026,5173.8323532470495
2022-07-04,2531.0666876942655,-169.24570785557236,5274.494851957758
2022-07-05,2469.7835621448007,-279.47437978568496,5151.072257845656
2022-07-06,2495.0800027829873,-24.193032998428826,5405.309053196131
2022-07-07,2330.323612732889,-283.887719978597,5010.052627736469
2022-07-08,2594.4417144507656,-121.24408088965083,5343.38079866467
2022-07-09,2458.525411245633,-339.4142902940474,5227.417611980381
2022-07-10,2188.443225086288,-586.0843862027388,5000.910452345527
2022-07-11,2277.7868303943624,-271.8892192212235,4782.860503326127
2022-07-12,2223.286364628687,-486.96428354686276,5067.079023150714
2022-07-13,2261.8732300815477,-476.7140108833476,4815.317757227817
2022-07-14,2116.9769598123135,-468.1785591749394,4805.313993440271
2022-07-15,2407.0813314024276,-427.64595793957494,5152.797268913934
2022-07-16,2303.2069771740903,-290.85069260315964,4984.018242254186
2022-07-18,2201.895355535534,-372.2251128185221,5015.0024741187435
2022-07-19,2193.2386485961283,-618.3792584843369,4830.611802050414
2022-07-20,2280.4822190922387,-425.0205741523191,4951.129921621647
2022-07-21,2186.090583269287,-774.0571774623975,4723.541913038119
2022-07-22,2527.1699993076463,-178.03981377328654,5315.443019057685
2022-07-23,2473.8571117503284,-112.79114720522686,5244.870861524751
2022-07-24,2290.0605493099993,-564.186013123942,4917.505553336059
2022-07-27,2623.670774830497,-188.24277096746545,5294.49769680248
2022-07-28,2559.485595680753,-301.0770563895465,5250.507763813492
2022-07-29,2923.5259918128627,218.21952066794734,5517.836985672429
2022-07-30,2885.5312133035454,15.380734917111825,5633.22363810211
2022-07-31,2708.774872074141,150.82867839220233,5328.037480866118
2022-08-01,2884.0419995883094,270.8816708064738,5658.808798362266
2022-08-02,2906.478334536283,337.0194290395909,5487.00443723861
2022-08-03,3010.7545201291928,528.129056723275,5868.308108692896
2022-08-04,2918.825571098309,209.9196267964205,5652.260390319836
2022-08-05,3246.950600688208,755.3521566947838,6031.49336080905
2022-08-06,3165.8534266279335,563.7231937238041,5935.810154799475
2022-08-07,2939.564314954561,359.39525058980144,5507.5682116567295
2022-08-08,3059.703159216068,505.5385224608586,5659.433801357915
2022-08-09,3022.7647354433448,374.67130737723016,5869.423232367238
2022-08-10,3064.6046938463783,276.977100212327,5780.514730440212
2022-08-11,2908.6390671370095,113.89731970694827,5584.249086224365
2022-08-12,3172.303445534351,443.0402008298105,6221.220994604708
2022-08-13,3028.058152802839,263.2055816656774,5549.883635713443
2022-08-14,2741.242306867884,128.43789867595572,5449.688091453936
2022-08-15,2804.6476564544355,31.359593611498198,5556.3400085809735
2022-08-17,2712.911406878422,-50.97903516181517,5487.80687317297
2022-08-18,2519.2237122136216,-327.24942988205095,5157.720048316485
2022-08-19,2753.2120239782785,-79.74001715923093,5392.92440034781
2022-08-20,2588.2986773142397,-77.65189574493331,5200.639773423885
2022-08-21,2290.16769142273,-405.9701235312462,4790.715228827299
2022-08-22,2351.6524644207534,-427.6303903660439,5144.077001761901
2022-08-23,2270.900355012277,-323.28014069240623,4907.868968190117
2022-08-24,2284.524648945006,-434.84339943141975,5004.895406392293
2022-08-25,2116.721008959927,-577.887656199739,5062.316481408378
2022-08-26,2384.6559752586113,-205.7299589125699,5132.487099330706
2022-08-27,2261.224020819247,-191.76732411068025,4939.822689945512
2022-08-28,2010.9997089709839,-786.8617979111216,4642.8543772286675
2022-08-29,2125.4751642666374,-696.7202051287463,5041.4055741950415
2022-08-30,2101.7121600605174,-770.2943715696696,4759.9760712233665
2022-08-31,2174.874015651603,-549.3782457300547,4858.564681989529
2022-09-01,2067.8453623893056,-693.3574378212467,4737.135639347337
2022-09-02,2396.1269121803452,-505.3165109470659,5171.948580936083
2022-09-03,2331.5057621411574,-265.1426751840246,4970.639119529094
2022-09-04,2137.0886738134086,-464.11629581595815,4639.533579816216
2022-09-05,2302.897391858144,-379.7332943200694,4825.607073419294
2022-09-06,2325.0105379196443,-451.2058538123095,4931.254746228114
2022-09-07,2437.471929887219,-343.9851611673363,4878.779724158311
2022-09-08,2362.40446569616,-456.94225471712343,5072.869437199716
2022-09-09,2714.3965391315955,-38.09872863303065,5090.988642771531
2022-09-10,2665.065946899747,-59.273241884005266,5237.3118478093575
2022-09-11,2477.15015791821,-155.4736174471533,5074.6803581467
2022-09-12,2640.431501159514,-201.52596887385792,5430.744483549297
2022-09-13,2651.3377686117738,-129.65592775056137,5157.910567245031
2022-09-14,2744.193572382715,-57.16331813838424,5397.765806628445
2022-09-15,2641.7935234312863,-225.54417366769275,5513.416597748683
2022-09-16,2959.2449365361163,309.3783805314781,5809.520201025763
2022-09-17,2869.3903410799167,126.3570800092353,5461.569100058273
2022-09-18,2635.9209888317387,-114.59248026752175,5313.5461507059745
2022-09-19,2749.6002399052863,-81.36388496636447,5524.4593784559875
2022-09-20,2708.294072863529,-40.88677147125361,5410.847624638281
2022-09-21,2747.540235652825,151.5163534399157,5565.749950940451
2022-09-22,2591.5596340408397,-24.537735921623042,5227.589147707982
2022-09-23,2856.538882015546,312.27992830323507,5538.3155445176435
2022-09-24,2716.89997230579,16.90180933374519,5454.444435114196
2022-09-25,2437.4308037461406,-276.6998069056145,5055.825563675373
2022-09-26,2509.805859802364,-229.53041767607016,5413.240033322747
2022-09-27,2433.050984412403,-193.37370868454283,5227.6783891984505
2022-09-28,2443.43976600079,-378.3570378172937,4996.3882407385645
2022-09-29,2265.9573445561027,-345.34144756035334,5013.8131824884795
2022-09-30,2517.041357637609,-205.18908598207364,5183.416926825411
2022-10-01,2371.7211292018496,-399.3586865120928,5088.52651933867
2022-10-02,2094.790761807574,-621.9145788818041,4627.5762077889185
2022-10-03,2177.6551469299643,-528.3990208447048,4912.164685014992
2022-10-04,2119.258795081618,-625.3261289791467,4582.994314138906
2022-10-05,2155.3402148897767,-766.9338125981483,4757.727323626326
2022-10-06,2010.379087641898,-802.0630234573621,4722.641462294398
2022-10-08,2198.1400163213693,-664.1025036252425,4942.6441402937835
2022-10-09,1969.0316444265036,-659.6620343448525,4624.725254553297
2022-10-10,2102.6581889464296,-634.9626888172692,4811.325585173005
2022-10-11,2097.0379110182694,-829.0071538656503,4790.283916249548
2022-10-12,2186.679820463849,-595.9675548837873,4858.116661762966
2022-10-13,2095.027649640105,-629.0176774004839,4651.041029709721
2022-10-14,2436.1874828395275,-428.04235690442374,5134.073568932627
2022-10-15,2383.8688183312374,-349.12075872544705,5032.035423534351
2022-10-16,2200.6971662995234,-396.1237225614747,4912.573700172131
2022-10-17,2375.755478163579,32.862351032998795,5151.569561899056
2022-10-18,2406.475329826352,-138.2134996493596,5185.009060652796
2022-10-19,2526.6304210268145,-147.45779936897637,5373.317302385037
2022-10-20,2459.26219047061,-247.0269945682598,5024.410638859594
2022-10-21,2817.887299410754,44.19191159006507,5563.972781268364
2022-10-22,2776.3215587467053,181.86874500561865,5334.5362138819555
2022-10-23,2597.040196342629,-179.25600754330023,5622.622592170387
2022-10-24,2769.041550269026,98.30142264191817,5567.421903041548
2022-10-25,2790.191337691801,302.68297705054056,5704.215619493435
2022-10-26,2894.5557419983083,156.41644440222538,5508.98434731864
2022-10-27,2805.7851763743433,258.8990106318799,5556.761490825447
2022-10-28,3137.7792720155053,616.2693744089812,5822.251840930238
2022-10-29,3065.3729677977367,297.1492254271907,5772.975458051231
2022-10-30,2851.7258351188807,100.31273621238905,5594.480827706867
2022-11-01,2968.603490492044,118.89589095041184,5881.807895441587
2022-11-02,3032.933679582301,241.02928545378697,5937.310590169211
2022-11-03,2904.1306371517644,245.66833053374918,5492.290072669076
2022-11-04,3196.7360077913377,510.6072742841023,5891.495853821028
2022-11-05,3086.732013803503,194.97629372600755,5786.350664527376
2022-11-06,2837.961684486185,-9.813599215906367,5476.091425843415
2022-11-07,2940.6094007499737,320.6445599590367,5713.172246761619
2022-11-08,2894.431703458087,124.6909860597829,5485.5774102554415
2022-11-09,2934.7580908028503,255.46992945009836,5714.446153340372
2022-11-10,2786.7876855898785,70.97797539502284,5597.139107662058
2022-11-11,3065.1736338065884,360.9122424018268,5786.643817878055
2022-11-12,2946.44524031866,390.02088264078156,5744.098685169302
2022-11-13,2694.4738260290105,146.4894082460472,5405.75711934671
2022-11-14,2799.279097282387,62.131951260812926,5601.255626908596
2022-11-15,2760.7218800626656,47.707489249902046,5608.909531470632
2022-11-16,2813.8581908455053,112.43842118641187,5476.836970815661
2022-11-18,2984.3391401534304,19.516134400907255,5732.918514202642
2022-11-19,2892.135847682466,182.9937759421024,5551.23431084033
2022-11-20,2670.3614201547393,-176.9199064466834,5426.100238661808
2022-11-21,2808.2792968588806,42.272251602111396,5504.53530203882
2022-11-22,2805.3194137596693,86.75221942277217,5533.846708833705
2022-11-23,2895.7916404578273,151.17453818512666,5663.945191896754
2022-11-24,2804.139319603204,270.4929320866704,5524.2621047987095
2022-11-25,3143.4852384863634,482.78600466754807,5744.644787848864
2022-11-26,3089.8294324365825,411.20405775392703,5837.806026188293
2022-11-27,2905.628041117144,547.290441201045,5613.408693290477
2022-11-28,3079.269072311601,736.5021645074288,5751.281389385995
2022-11-29,3109.702749962891,331.08698883361984,5858.003383352558
2022-12-01,3165.6439606750223,359.38547335057103,5779.912943732079
2022-12-02,3527.434640263906,863.0637959174061,6255.120986400008
2022-12-03,3491.692043073298,614.4339721911796,6272.114813095964
2022-12-04,3320.3277420933887,586.2061227094952,6152.784019728711
2022-12-05,3501.1630737060595,829.0876800841223,6392.362765132208
2022-12-06,3533.0234788064877,928.446140169208,6406.287335846682
2022-12-07,3649.1620323419347,1093.8182724875485,6325.270790327185
2022-12-08,3573.4645627672685,761.7263939020866,6216.014751161276
2022-12-09,3917.949514281064,1333.0604534515596,6785.426553049984
2022-12-10,3858.731677871632,1267.3523440400122,6575.432626283861
2022-12-11,3657.7025562098415,975.6275609619818,6282.607189689955
2022-12-12,3802.6625418335675,904.5462507231827,6451.188941318694
2022-12-13,3792.874626877738,956.3023130260999,6469.289889380106
2022-12-14,3861.8360081374985,1227.6731402319278,6556.742982497296
2022-12-15,3733.951645500569,1212.5270639157834,6191.478836046588
2022-12-16,4021.5032754486074,1070.2803676501906,6663.953810460748
2022-12-17,3901.4878090540133,1398.3301970460493,6942.550731086667
2022-12-18,3636.3396120751245,1113.4246190083218,6449.857699970493
2022-12-19,3714.381482678717,1022.5340547127505,6329.608246142251
2022-12-20,3635.8300719497092,1001.9941195470586,6229.86808740254
2022-12-21,3634.907538575829,920.3019269472743,6413.10110144374
2022-12-22,3436.9752562606204,695.001909321521,6238.4349888860515
2022-12-23,3654.96356579748,1025.5893396202998,6255.167699396865
2022-12-24,3467.0764746263353,708.6633448543071,6178.208296647603
2022-12-25,3136.5477312861494,350.11504065319184,5865.800343088907
2022-12-26,3152.402945487542,454.14225257007814,5895.614525601595
2022-12-27,3015.9097606507503,467.2267915014906,5520.572630632863
2022-12-28,2962.023540932086,283.4044190552421,5688.701834472988
2022-12-29,2716.976395139979,24.496422869972864,5596.8694090547215
2022-12-30,2894.1642544289175,248.73118275140976,5625.868354726187
2022-12-31,2672.7160973299224,-297.8267211999865,5241.605450209914
2023-01-01,2316.283870220667,-316.2828557490157,5055.250389899904
2023-01-02,2314.117785183391,-282.09986630032694,5091.3269192757425
2023-01-03,2167.9653768446524,-445.8274380634007,4686.382384530702
2023-01-04,2112.8575143029034,-655.8845597211374,4646.051872211468
2023-01-05,1875.161202371663,-587.3234544238491,4744.219196347143
2023-01-06,2067.934562479633,-517.4814249653427,4597.379143923218
2023-01-07,1870.3731640405085,-912.9522660119367,4413.613709357801
2023-01-08,1545.6481991690346,-933.6448128306176,4416.624025996186
2023-01-09,1582.31095676812,-1253.225742078154,4195.46412823969
2023-01-10,1481.6580576353904,-1270.5529652723467,4289.011933960066
2023-01-11,1477.876033627486,-1144.3462290134235,4431.259364856493
2023-01-12,1296.576704771768,-1507.4894088855915,4079.6478548148584
2023-01-13,1549.6389898455423,-1108.416634352811,4154.335654760351
2023-01-14,1415.5509445771859,-1517.0426853348445,3988.6128736297687
2023-01-15,1156.3139972897918,-1702.2011413192479,3915.870242865251
2023-01-16,1259.1931430224129,-1506.9279402384334,3842.793985478688
2023-01-17,1224.5631806716265,-1453.112620480253,3924.7005002519895
2023-01-18,1285.4245317384348,-1461.5017569466784,3776.7885789941474
2023-01-19,1166.4313184501839,-1355.2948521210049,3927.975988328506
2023-01-20,1478.227245117133,-1211.7521849657874,4228.688105742493
2023-01-21,1398.6874125494485,-1370.7233515432606,4103.340400519197
2023-01-22,1188.889313655552,-1587.864322292834,3714.8551462503365
2023-01-23,1335.2059440279372,-1275.6455920763287,4097.5271358202735
2023-01-24,1337.626695188899,-1320.4933275298108,3931.6466158986927
2023-01-25,1428.6345851095875,-1147.428923901134,3986.6614381655627
2023-01-26,1332.7138660578653,-1575.9315497204975,3892.3871259002804
2023-01-27,1660.1637013218076,-1151.702007245798,4225.135740440897
2023-01-28,1589.220698825014,-1288.431401164032,4217.8009598499875
2023-01-29,1381.0752467349757,-1532.170523087464,3999.2379902525363
2023-01-30,1522.2842239051918,-1281.990111687148,4323.635854688273
2023-01-31,1513.5418875771813,-1234.9176848690101,4164.184774962371
2023-02-01,1587.8931010753483,-1165.9919217122676,4031.349500102138
2023-02-02,1470.694924358258,-1125.2949828171008,4007.8607915152065
2023-02-03,1772.8830578738173,-851.7748725937477,4551.890502588371
2023-02-04,1673.9512258558698,-924.6560021759093,4511.694032581461
2023-02-05,1435.990772384286,-1116.9141272558127,4098.327536683228
2023-02-06,1546.4032766428627,-1345.9600149210369,4167.729926735282
2023-02-07,1507.104668873701,-1094.5965114008775,4414.210182743589
2023-02-08,1552.0610957344632,-1153.7349691740508,4276.604450804244
2023-02-09,1407.6949378050738,-1264.8746106890867,3952.4506476617817
2023-02-11,1566.369467586803,-1144.7945234107563,4301.5368830631105
2023-02-12,1312.67629679907,-1354.3283040106348,4185.270346153302
2023-02-13,1412.2790935477997,-1567.7040200283463,4007.463805733776
2023-02-14,1367.6784618606744,-1387.4207377830385,3974.3700253889574
2023-02-15,1412.989924261662,-1161.88790952401,4128.2350457634275
2023-02-16,1274.813824413701,-1360.0302367112513,4075.1047453991428
2023-02-17,1564.4190147064837,-1403.1769748314669,4349.920046675003
2023-02-18,1462.458856614027,-1403.6739100862942,4310.890795544293
2023-02-19,1231.0910115695872,-1518.4652904728055,4032.9232634584464
2023-02-20,1357.3335535145266,-1457.3995954965615,4068.411752172351
2023-02-21,1343.1882254210057,-1347.0567248484797,3983.7947456292445
2023-02-22,1421.8819908171179,-1311.8157140115459,4101.692866127058
2023-02-23,1319.2285515967662,-1261.4744842455798,3932.2315177868923
2023-02-24,1645.3079549322063,-955.6702406945368,4360.106019753089
2023-02-25,1580.0870537170158,-1192.3066442600114,4365.627901408605
2023-02-26,1384.6134356697983,-1285.0090972915823,3944.0446833372207
2023-02-27,1544.7242955436416,-1244.6749389900576,4413.807968891751
2023-02-28,1561.656395021862,-1182.0409914497516,4333.032585604454
2023-03-01,1667.6629593386972,-999.9351178944144,4429.388765984943
2023-03-02,1587.8701791213591,-1056.6117914001236,4424.602426495288
2023-03-03,1931.4512027846501,-743.8888488026548,4640.664187480361
2023-03-04,1878.1446207213066,-635.4303759564746,4516.709898718438
2023-03-05,1688.5113280990242,-1111.4350966090487,4549.205415481599
2023-03-06,1847.9804423418436,-828.3482684770609,4550.312450993201
2023-03-08,1950.6364063337917,-791.8015414675695,4634.55767944186
2023-03-09,1851.638118533692,-1058.0341388943775,4542.947853810201
2023-03-10,2170.3365451534974,-454.6713793319137,4854.312444443061
2023-03-11,2087.4015130818902,-819.8862960644541,4630.451185274878
2023-03-12,1864.056042549371,-731.4779817145676,4611.422006556758
2023-03-13,1986.4282256529614,-780.4449940457513,4518.170057536835
2023-03-14,1957.0647363380142,-768.454573298869,4816.383520720198
2023-03-15,2009.2230280288638,-838.1789705586345,4618.400783646471
2023-03-16,1869.6388724665876,-837.928014591937,4653.78125713092
2023-03-17,2148.608730587454,-528.5070080278836,5027.732072823672
2023-03-18,2028.2245902490379,-510.0974660723147,4782.294698259738
2023-03-19,1770.679817763816,-1057.6486670683068,4394.38384381494
2023-03-20,1862.9172131941757,-1032.921327969063,4331.460417879808
2023-03-21,1808.5744951405861,-839.9821147757609,4559.831853807096
2023-03-22,1841.6004375264272,-977.583393541132,4476.413455637385
2023-03-23,1689.470709377428,-930.4741742369107,4277.85567015099
2023-03-24,1962.7239392678289,-747.205826821306,4874.326158462121
2023-03-25,1844.0610068931644,-822.4331539359226,4559.854874921295
2023-03-26,1595.688306798238,-1264.8504214602667,4146.08346498015
2023-03-27,1704.286118469042,-1087.373977385135,4349.585119921694
2023-03-28,1673.4135106492006,-961.9251507451588,4571.487109076021
2023-03-29,1736.4784484677828,-844.3620223579527,4452.731255785979
2023-03-30,1620.4337593929126,-1110.7369700224388,4231.943841330228
2023-03-31,1934.7996669381957,-742.2854871453694,4558.44250496608
2023-04-01,1861.6603905855418,-845.9406712559834,4642.9883383361375
2023-04-02,1662.0768787439515,-1062.6566415641128,4216.854209688138
2023-04-03,1821.4058963487444,-875.0794603150239,4440.321496745082
2023-04-04,1842.1922828509964,-744.3593614985581,4381.755471369376
2023-04-05,1956.5177461151393,-745.3071451109934,4488.893831977709
2023-04-06,1890.1977895538155,-990.6981853714071,4516.983967744204
2023-04-07,2251.3071088139154,-406.45234772682215,4958.050775840332
2023-04-08,2221.0850117324294,-560.5239973925841,5080.69062594889
2023-04-09,2059.4239407817818,-680.6961943803237,4749.974196958052
2023-04-10,2250.540237452635,-261.6246354888532,5085.926925460545
2023-04-11,2296.349327264079,-462.22043411954104,5038.041394531019
2023-04-12,2428.183508206403,-156.84205018202456,5254.376429240595
2023-04-13,2371.4751436192587,-299.9512441667571,4923.424273913645
2023-04-14,2733.7656204100463,19.803152436977808,5430.910159969509
2023-04-15,2696.4962026970857,120.96653668954083,5479.953460987724
2023-04-16,2519.545503140897,-16.9306912977819,5154.933507634725
2023-04-17,2687.2223521130313,-241.8333758876494,5261.886304198826
2023-04-18,2702.0924014781654,-176.38874787764897,5379.736966233463
2023-04-19,2796.0323081250267,183.5135688037419,5420.587731490017
2023-04-20,2695.366376854525,36.957902499555765,5326.73378708282
2023-04-21,3008.3269190379383,362.81723780079375,5675.63319498409
2023-04-22,2917.699894109304,197.35996884785646,5426.92904288698
2023-04-23,2684.38300476449,150.0218883550521,5551.395028851273
2023-04-24,2793.675413505358,-99.98837628158434,5487.7805291940585
2023-04-25,2749.5342328657503,50.479476523721935,5512.761595679008
2023-04-26,2784.947846379032,-31.259969143699347,5572.000043183351
2023-04-28,2886.341286528234,56.28985369581794,5502.3198688267175
2023-04-29,2745.552693115541,-49.53933898592058,5362.508667714978
2023-04-30,2466.861672286752,-219.89599788211362,5236.752447651082
2023-05-02,2458.263085067515,-410.0199388376224,5046.037666252885
2023-05-03,2466.5260414342165,-252.5021844758621,5016.691654034485
2023-05-04,2288.9767083689217,-353.5639091561206,4918.3736058781515
2023-05-05,2534.641322679488,-33.719785058160795,5442.624189443993
2023-05-06,2387.9313088218487,-382.34145377740475,5080.612250194608
2023-05-08,2187.0569251315546,-513.2908399252834,4988.162289829192
2023-05-09,2122.7689338210475,-659.2603436189464,4700.699045970242
2023-05-10,2150.1059430709342,-489.9706731539443,4952.624793707079
2023-05-11,1996.4849877273284,-817.9332061050646,4677.755914393902
2023-05-12,2269.913589375877,-253.32661976731126,5153.353534044788
2023-05-13,2154.2693385728576,-671.3233004649735,4634.692418116602
2023-05-14,1910.0051787971902,-774.726609859346,4657.242105873679
2023-05-15,2021.4282576186772,-588.4653472703277,4571.005872523111
2023-05-16,1992.355109703471,-488.4336446774998,4776.160937816779
2023-05-17,2054.558781202699,-658.741509669446,4668.763073596928
2023-05-18,1934.7895812887664,-676.2430690282113,4535.126568288254
2023-05-19,2240.132173996263,-739.4320497451798,4935.1037822040435
2023-05-20,2154.1796601113447,-572.8253932414034,4825.873595875086
2023-05-21,1936.7984688421711,-621.2531999637976,4541.096190229223
2023-05-22,2071.741298802834,-569.647777668458,4693.889781669432
2023-05-23,2062.7667308903874,-778.2329791249334,4693.353765674019
2023-05-24,2141.4364720876424,-475.919160831242,4702.036215827375
2023-05-25,2034.6036843090385,-991.4577328440756,4724.469427668078
2023-05-26,2349.235694042162,-451.77845821535715,5109.683190497721
2023-05-28,2055.3476495674063,-650.1646963824124,4954.106978689089
2023-05-29,2190.8670882951174,-507.6856818608866,4940.190269121521
2023-05-30,2180.4141384452955,-539.8626697042403,4890.608381366596
2023-05-31,2255.954632153192,-335.3967808043833,5192.521977622599
2023-06-01,2144.95978295082,-569.3010211029296,4731.615872517637
2023-06-02,2454.6805810896326,-327.3211264014344,5110.953238688757
2023-06-03,2370.0493965155656,-196.19607840820353,4904.793158830945
2023-06-04,2151.5072011768557,-672.9228090973929,4826.038941285794
2023-06-05,2283.234063731135,-530.2246907036263,5107.317010581208
2023-06-06,2270.154717476556,-557.0906907886695,5173.380851037232
2023-06-07,2344.402079907017,-372.84740747945483,5011.740942459254
2023-06-08,2233.7166481636505,-542.3754551391846,4994.51045409142
2023-06-09,2545.186867174901,-194.72645965606677,5414.089490945777
2023-06-10,2464.0268415527134,-204.07319431944842,5026.30235315454
2023-06-11,2250.4516655483762,-533.9679229697817,4895.733451271656
2023-06-12,2388.237668236727,-200.90355646751684,5095.466378830297
2023-06-13,2382.195274611564,-337.18765786029627,5322.257381904311
2023-06-14,2463.9925200083985,-274.7026605410672,5128.689135994267
2023-06-15,2361.0385246694814,-420.83205515064697,4923.969798100628
2023-06-16,2679.711992091727,-119.88848820740475,5193.841919765045
2023-06-17,2605.0354639547277,-19.193491437647648,5278.898069689282
2023-06-18,2396.616805319271,-366.51848087042663,5236.8635535433095
2023-06-19,2537.554285927858,19.625161749247578,5199.271444437086
2023-06-21,2612.2929548524553,-129.7826447086762,5258.84081138281
