Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
806,US-2024-223106,2024-08-27,2024-09-01,First Class,CG-45985,Customer_805,Consumer,United States,Los Angeles,Arizona,91911,West,FUR-6334,Furniture,Tables,Product_805,171.44876242267603,7,0.1296554605929898,25.172002365675382
807,US-2024-891787,2022-12-09,2022-12-15,First Class,CG-16584,Customer_806,Consumer,United States,Los Angeles,Arizona,62434,Central,FUR-8197,Technology,Binders,Product_806,1065.4091428718093,9,0.03677206379148812,402.29323641272543
808,US-2021-940552,2023-12-04,2023-12-09,Standard Class,CG-37044,Customer_807,Consumer,United States,New York,Arizona,74591,West,FUR-2176,Technology,Binders,Product_807,5195.93065613166,2,0.2926764833186282,532.2200186186661
809,US-2022-567835,2024-12-09,2024-12-16,Standard Class,CG-15285,Customer_808,Consumer,United States,Houston,New York,13069,Central,FUR-7183,Office Supplies,Binders,Product_808,214.01636352028834,5,0.629491319785342,2.636805199546302
810,US-2021-400486,2024-06-23,2024-06-28,Second Class,CG-73115,Customer_809,Corporate,United States,Chicago,Texas,16486,East,FUR-4097,Technology,Binders,Product_809,1754.8978009384277,3,0.4945716763575354,48.48397561558329
811,US-2023-102257,2024-01-13,2024-01-17,Same Day,CG-17370,Customer_810,Home Office,United States,Houston,Arizona,93175,East,FUR-2724,Furniture,Art,Product_810,155.18123474944366,2,0.4217017277834736,18.16779766393072
812,US-2023-389508,2021-07-26,2021-07-30,Same Day,CG-27903,Customer_811,Home Office,United States,Los Angeles,Illinois,75389,Central,FUR-3628,Furniture,Phones,Product_811,245.0970112729551,3,0.0029821076722065243,77.87238517787044
813,US-2021-780332,2021-05-31,2021-06-04,Standard Class,CG-42499,Customer_812,Consumer,United States,Houston,California,45428,West,FUR-7144,Technology,Chairs,Product_812,128.83073822977238,4,0.3484005616789939,21.54752011699484
814,US-2024-211715,2022-10-30,2022-11-04,Same Day,CG-32995,Customer_813,Home Office,United States,New York,California,38800,South,FUR-2350,Furniture,Storage,Product_813,739.0220756527226,2,0.12617871098019906,103.90599812783806
815,US-2024-126654,2022-06-12,2022-06-18,First Class,CG-45200,Customer_814,Corporate,United States,Phoenix,California,47220,Central,FUR-8725,Technology,Tables,Product_814,118.10907451838585,2,0.3636539176905503,21.89882609310614
816,US-2021-836129,2021-06-14,2021-06-17,Standard Class,CG-98377,Customer_815,Consumer,United States,Phoenix,New York,66254,South,FUR-1619,Office Supplies,Chairs,Product_815,276.248486624007,8,0.7934162575902692,-27.894178768413497
817,US-2021-443567,2023-07-06,2023-07-10,Standard Class,CG-80402,Customer_816,Corporate,United States,Chicago,Illinois,21869,West,FUR-3548,Office Supplies,Art,Product_816,1345.0177096941597,3,0.7036310584959432,-64.621334050609
818,US-2023-391464,2024-03-14,2024-03-19,Standard Class,CG-23566,Customer_817,Corporate,United States,Chicago,Illinois,14176,South,FUR-6243,Technology,Art,Product_817,1734.1705993112573,3,0.24850448328526487,273.91709588269634
819,US-2024-645096,2023-10-07,2023-10-10,Second Class,CG-47822,Customer_818,Corporate,United States,Houston,Illinois,46454,Central,FUR-1977,Furniture,Storage,Product_818,202.79225486015952,4,0.4748059143703454,32.54279087383943
820,US-2021-676677,2021-02-06,2021-02-10,Same Day,CG-61222,Customer_819,Corporate,United States,Chicago,Illinois,80773,East,FUR-6543,Technology,Chairs,Product_819,238.08618381425094,5,0.4016761867311342,37.96907545150276
821,US-2023-588906,2021-11-29,2021-12-03,Second Class,CG-60668,Customer_820,Corporate,United States,New York,Illinois,36453,West,FUR-6853,Technology,Binders,Product_820,525.0840170788102,3,0.10403760417174626,110.40409870336025
822,US-2024-218581,2022-02-07,2022-02-14,First Class,CG-73853,Customer_821,Consumer,United States,Los Angeles,Texas,66813,East,FUR-4772,Office Supplies,Chairs,Product_821,74.09351275496527,6,0.7918452126521476,-2.912493833485488
823,US-2022-227927,2022-02-18,2022-02-22,Same Day,CG-64643,Customer_822,Corporate,United States,Los Angeles,Illinois,76326,East,FUR-3533,Technology,Chairs,Product_822,181.8098093388654,3,0.3401401252906327,21.331498178498805
824,US-2023-134773,2021-02-14,2021-02-17,Second Class,CG-32333,Customer_823,Consumer,United States,Houston,Illinois,57595,East,FUR-9669,Office Supplies,Art,Product_823,171.11972930465186,8,0.4045272296574635,29.387940381960327
825,US-2024-806528,2024-11-26,2024-11-29,Standard Class,CG-25958,Customer_824,Home Office,United States,Los Angeles,New York,51184,Central,FUR-2894,Office Supplies,Chairs,Product_824,986.5043071931523,4,0.518079449848752,-52.15690284534031
826,US-2024-520963,2021-07-25,2021-07-31,Second Class,CG-62442,Customer_825,Corporate,United States,Houston,New York,62186,West,FUR-6351,Technology,Binders,Product_825,567.1369414389728,5,0.15323562650449435,110.28742694283288
827,US-2023-438540,2021-03-03,2021-03-06,Standard Class,CG-30954,Customer_826,Corporate,United States,Chicago,Illinois,90290,South,FUR-3040,Technology,Chairs,Product_826,410.9621271504278,3,0.1777812818876824,80.98961746884581
828,US-2022-601590,2022-02-24,2022-03-01,Second Class,CG-85174,Customer_827,Home Office,United States,Chicago,Texas,88603,East,FUR-2565,Technology,Chairs,Product_827,261.32794090778765,5,0.15404674015714992,71.03587151546505
829,US-2023-469836,2023-05-18,2023-05-23,Second Class,CG-19675,Customer_828,Consumer,United States,New York,Illinois,26609,South,FUR-5125,Technology,Chairs,Product_828,1497.2690947898416,7,0.3075724347732227,123.78497948753156
830,US-2024-314764,2023-03-31,2023-04-04,Second Class,CG-99590,Customer_829,Corporate,United States,Los Angeles,Illinois,95099,West,FUR-5268,Office Supplies,Binders,Product_829,355.27416936070944,3,0.15974156516617627,63.02046353663508
831,US-2021-681793,2021-01-19,2021-01-25,Standard Class,CG-41661,Customer_830,Home Office,United States,New York,Illinois,84539,West,FUR-3839,Technology,Binders,Product_830,762.6725641340513,3,0.7411167743539114,-19.663474738749414
832,US-2021-972328,2021-12-31,2022-01-04,Second Class,CG-74289,Customer_831,Home Office,United States,Phoenix,Arizona,37068,South,FUR-1467,Office Supplies,Storage,Product_831,1164.0930443210489,1,0.5714512370801927,-81.90196242537982
833,US-2023-642423,2024-08-16,2024-08-22,Same Day,CG-27184,Customer_832,Corporate,United States,New York,Texas,56996,South,FUR-4388,Office Supplies,Art,Product_832,564.0119354634456,2,0.7182684553783808,-67.06630320540467
834,US-2024-715175,2023-10-28,2023-11-04,Same Day,CG-57963,Customer_833,Consumer,United States,Houston,California,71446,East,FUR-9176,Furniture,Phones,Product_833,1276.282900832749,4,0.6787873042481586,14.396037624617293
835,US-2021-222118,2022-03-04,2022-03-10,Same Day,CG-35822,Customer_834,Consumer,United States,Houston,Illinois,79759,South,FUR-7540,Office Supplies,Storage,Product_834,266.81306210235743,9,0.5625215612507453,25.039058355266263
836,US-2024-409521,2024-02-15,2024-02-22,Standard Class,CG-72303,Customer_835,Corporate,United States,New York,California,99440,South,FUR-8247,Furniture,Binders,Product_835,131.9304410199576,3,0.19419695126012748,32.8067647256136
837,US-2023-254626,2022-08-03,2022-08-10,Standard Class,CG-86465,Customer_836,Home Office,United States,Chicago,Texas,46834,Central,FUR-3743,Technology,Chairs,Product_836,470.02708374631436,5,0.4922550914291695,27.872658385616546
838,US-2021-948923,2022-06-30,2022-07-04,Same Day,CG-15267,Customer_837,Corporate,United States,Phoenix,Illinois,30746,East,FUR-6642,Furniture,Phones,Product_837,1993.7331345601294,9,0.14903908850821387,289.67490206763125
839,US-2024-345739,2021-11-21,2021-11-26,Same Day,CG-62647,Customer_838,Consumer,United States,New York,California,31407,East,FUR-2026,Technology,Tables,Product_838,749.5624985061435,4,0.1059808388082221,234.20434748317706
840,US-2021-944715,2021-02-24,2021-03-02,Same Day,CG-72814,Customer_839,Home Office,United States,Chicago,California,96229,West,FUR-5631,Office Supplies,Phones,Product_839,194.8843637985154,4,0.5060601935620851,-5.500084463367443
841,US-2023-578356,2023-02-17,2023-02-21,First Class,CG-46025,Customer_840,Corporate,United States,New York,Texas,97657,South,FUR-9792,Furniture,Storage,Product_840,143.42094117299726,6,0.49970047483064794,3.8960948663332573
842,US-2024-379067,2023-09-19,2023-09-26,Same Day,CG-87605,Customer_841,Home Office,United States,Los Angeles,Illinois,36403,Central,FUR-4592,Technology,Art,Product_841,96.88013886125431,7,0.12529771361559067,14.285074523728447
843,US-2021-409735,2021-02-11,2021-02-18,Second Class,CG-10981,Customer_842,Consumer,United States,Houston,Arizona,21637,West,FUR-1987,Technology,Storage,Product_842,142.14128874542803,6,0.28194215795834515,28.565273422491316
844,US-2023-686549,2024-08-13,2024-08-16,First Class,CG-53436,Customer_843,Consumer,United States,Los Angeles,Texas,18612,Central,FUR-9797,Furniture,Art,Product_843,653.7529644373889,4,0.05302493908546327,179.25025243963304
845,US-2021-416480,2021-08-19,2021-08-22,First Class,CG-28472,Customer_844,Consumer,United States,Los Angeles,Arizona,40410,East,FUR-8238,Furniture,Art,Product_844,381.7797624810699,7,0.572586490948842,36.356238216920445
846,US-2021-436227,2022-03-29,2022-04-04,Standard Class,CG-29336,Customer_845,Corporate,United States,Phoenix,Illinois,15160,South,FUR-3747,Technology,Binders,Product_845,453.4345749079953,3,0.7899965211180351,-75.83682448205609
847,US-2022-685236,2022-01-29,2022-02-03,Second Class,CG-35587,Customer_846,Home Office,United States,Chicago,California,70108,Central,FUR-9330,Technology,Art,Product_846,113.43880030661064,3,0.5919249243400274,7.699173949519171
848,US-2022-340891,2024-10-13,2024-10-16,Standard Class,CG-87192,Customer_847,Corporate,United States,Houston,Texas,17728,West,FUR-6650,Office Supplies,Tables,Product_847,1464.100154109091,7,0.675321735660353,-52.01525636008955
849,US-2023-264074,2024-02-26,2024-03-04,Standard Class,CG-94046,Customer_848,Corporate,United States,Los Angeles,Texas,79774,East,FUR-5225,Technology,Phones,Product_848,684.9397072589368,6,0.38107459382777553,56.63162305896236
850,US-2022-573314,2022-11-22,2022-11-26,Second Class,CG-63013,Customer_849,Corporate,United States,Houston,Texas,73594,Central,FUR-5496,Furniture,Storage,Product_849,344.90292015030036,2,0.07646726493340027,100.1873121951673
851,US-2023-609452,2024-11-29,2024-12-04,Standard Class,CG-94511,Customer_850,Corporate,United States,Chicago,New York,28464,Central,FUR-9833,Technology,Storage,Product_850,147.49559212291365,1,0.5812852180042424,9.947230315989351
852,US-2022-388816,2022-01-27,2022-02-02,Second Class,CG-19665,Customer_851,Home Office,United States,New York,Illinois,41943,West,FUR-1436,Technology,Art,Product_851,362.6901500699102,6,0.20521616010465174,67.26051643883774
853,US-2021-890645,2024-05-01,2024-05-05,Second Class,CG-37097,Customer_852,Home Office,United States,Los Angeles,New York,40838,Central,FUR-2423,Furniture,Binders,Product_852,56.467872241526464,9,0.3106351626060237,5.152329393306678
854,US-2023-241365,2022-08-27,2022-09-02,Standard Class,CG-62474,Customer_853,Corporate,United States,Chicago,Texas,15919,East,FUR-4721,Office Supplies,Tables,Product_853,129.93654520893477,3,0.5624793999694747,13.242889695300477
855,US-2023-549076,2023-05-31,2023-06-04,Same Day,CG-81973,Customer_854,Corporate,United States,Houston,Texas,47092,Central,FUR-6674,Technology,Tables,Product_854,269.460023019581,9,0.7238276209564659,-26.761223230229476
856,US-2021-162507,2024-01-07,2024-01-11,Standard Class,CG-35185,Customer_855,Consumer,United States,Chicago,Arizona,17797,South,FUR-9249,Furniture,Chairs,Product_855,116.95505685177592,6,0.38899923919939977,23.993057311933036
857,US-2023-157134,2021-03-26,2021-03-31,First Class,CG-85911,Customer_856,Consumer,United States,New York,New York,61887,South,FUR-2136,Furniture,Tables,Product_856,1325.5122913470595,4,0.7692844584765294,-41.32581939926439
858,US-2023-233172,2023-11-20,2023-11-26,Standard Class,CG-40484,Customer_857,Home Office,United States,Chicago,California,98003,West,FUR-9891,Furniture,Art,Product_857,435.29199338184617,2,0.4159228226352033,56.41489734431303
859,US-2022-341225,2021-02-18,2021-02-21,Second Class,CG-55610,Customer_858,Consumer,United States,Houston,Illinois,99272,South,FUR-2145,Furniture,Art,Product_858,525.4938092516552,9,0.0980083587705125,80.65056499833368
860,US-2023-293069,2024-03-14,2024-03-18,First Class,CG-60807,Customer_859,Home Office,United States,Los Angeles,California,84557,South,FUR-6579,Office Supplies,Phones,Product_859,41.14940811937927,5,0.4147469966603179,3.3879446249357397
861,US-2024-914604,2021-03-10,2021-03-14,Second Class,CG-60907,Customer_860,Home Office,United States,Los Angeles,California,13058,Central,FUR-5495,Furniture,Art,Product_860,60.95653229527621,5,0.6885021647503738,-2.667388803980259
862,US-2021-906564,2023-12-18,2023-12-21,Same Day,CG-67389,Customer_861,Home Office,United States,Phoenix,Illinois,84577,East,FUR-7499,Technology,Phones,Product_861,328.35250958967623,2,0.43043610649945596,19.719940872032737
863,US-2022-873221,2022-11-28,2022-12-03,Same Day,CG-35835,Customer_862,Consumer,United States,Houston,Texas,76689,East,FUR-7242,Office Supplies,Tables,Product_862,749.1103999098596,5,0.5982042782899337,-51.76916122834248
864,US-2022-904631,2022-04-24,2022-04-29,First Class,CG-63790,Customer_863,Consumer,United States,Phoenix,Arizona,87557,Central,FUR-9299,Furniture,Chairs,Product_863,113.24802972836656,6,0.43836608948630035,6.150165745587945
865,US-2024-660897,2023-03-31,2023-04-05,Same Day,CG-86960,Customer_864,Home Office,United States,Phoenix,Texas,37258,South,FUR-5945,Technology,Binders,Product_864,521.8683343738869,2,0.4368436482983203,-1.7885241468914472
866,US-2021-274037,2024-08-12,2024-08-19,Same Day,CG-19643,Customer_865,Home Office,United States,New York,Texas,29359,Central,FUR-2992,Office Supplies,Storage,Product_865,1864.3579540044238,1,0.22780872103781225,268.9884906543042
867,US-2021-763376,2024-04-09,2024-04-16,Standard Class,CG-85846,Customer_866,Corporate,United States,Houston,New York,22914,South,FUR-5122,Technology,Art,Product_866,183.34466198816162,6,0.16100838764459732,24.97734789355843
868,US-2022-532995,2021-05-27,2021-06-01,Standard Class,CG-28951,Customer_867,Home Office,United States,Los Angeles,California,17536,South,FUR-1805,Office Supplies,Tables,Product_867,398.8303509654168,9,0.2231350366757231,95.28741973058004
869,US-2023-596013,2024-08-22,2024-08-27,Same Day,CG-25233,Customer_868,Home Office,United States,Houston,California,65071,South,FUR-2992,Furniture,Art,Product_868,368.02872435408375,9,0.3526703127390506,58.11037470294778
870,US-2022-394025,2023-10-13,2023-10-16,Same Day,CG-23200,Customer_869,Corporate,United States,New York,California,43748,East,FUR-8496,Technology,Phones,Product_869,343.24098779377164,9,0.6476720885653587,22.01910950500158
871,US-2021-837954,2022-09-01,2022-09-08,Standard Class,CG-62275,Customer_870,Home Office,United States,Houston,Arizona,49448,West,FUR-4600,Furniture,Tables,Product_870,610.1279814199247,5,0.6631928858430883,-33.92963103474125
872,US-2024-910904,2022-03-22,2022-03-28,Same Day,CG-97084,Customer_871,Home Office,United States,Houston,Arizona,56132,East,FUR-5010,Office Supplies,Storage,Product_871,366.2776867343762,1,0.13070225285817447,106.91245157355921
873,US-2022-600098,2021-08-09,2021-08-14,Same Day,CG-86068,Customer_872,Home Office,United States,Phoenix,Arizona,86022,South,FUR-9275,Furniture,Phones,Product_872,403.36698141029126,3,0.4422839313234468,38.87629785437716
874,US-2021-807173,2024-11-02,2024-11-07,Second Class,CG-99001,Customer_873,Corporate,United States,Houston,Illinois,12384,Central,FUR-5358,Furniture,Tables,Product_873,697.0862442512,8,0.33282217837074235,113.49233010563962
875,US-2022-855728,2024-07-13,2024-07-18,Same Day,CG-31291,Customer_874,Consumer,United States,Phoenix,Arizona,54312,Central,FUR-6315,Technology,Binders,Product_874,1051.638526413206,9,0.4567485805105307,85.30677580859933
876,US-2023-357803,2021-04-05,2021-04-09,First Class,CG-52448,Customer_875,Home Office,United States,Phoenix,New York,86323,South,FUR-4320,Furniture,Binders,Product_875,737.8644562133154,4,0.5180987096136213,71.41249459455662
877,US-2022-791381,2021-09-19,2021-09-26,Second Class,CG-40580,Customer_876,Corporate,United States,Chicago,New York,44134,West,FUR-8549,Furniture,Storage,Product_876,76.73185224225543,3,0.22368959417508477,7.408728074086319
878,US-2022-416275,2023-06-16,2023-06-22,First Class,CG-31346,Customer_877,Home Office,United States,New York,Texas,93182,East,FUR-3505,Furniture,Binders,Product_877,182.99132319614415,2,0.7353939055532732,-27.74136016128933
879,US-2021-779447,2023-12-31,2024-01-04,Same Day,CG-20619,Customer_878,Corporate,United States,Phoenix,Texas,70120,East,FUR-8828,Office Supplies,Phones,Product_878,1157.910652171057,5,0.7483585240016141,-179.4697918476605
880,US-2021-112828,2021-08-07,2021-08-11,Standard Class,CG-11766,Customer_879,Home Office,United States,Houston,Texas,70592,South,FUR-8885,Technology,Storage,Product_879,6399.028512638954,2,0.0842861940394232,1379.5988708080417
881,US-2021-983096,2021-04-02,2021-04-08,Second Class,CG-13549,Customer_880,Corporate,United States,Phoenix,Texas,81723,South,FUR-3456,Technology,Tables,Product_880,209.57406748160204,9,0.5624147848929753,7.758089421641223
882,US-2022-616835,2021-05-07,2021-05-13,Standard Class,CG-28693,Customer_881,Consumer,United States,Phoenix,New York,84031,West,FUR-8248,Furniture,Phones,Product_881,90.16311979248835,9,0.02658564935595873,28.476279906438247
883,US-2023-756761,2021-03-21,2021-03-27,Second Class,CG-72019,Customer_882,Consumer,United States,Phoenix,Texas,19885,East,FUR-8868,Technology,Binders,Product_882,3543.8327534169,3,0.037251038325827504,1147.8304711489843
884,US-2024-901625,2024-06-15,2024-06-21,Standard Class,CG-58328,Customer_883,Consumer,United States,Los Angeles,New York,28700,West,FUR-7349,Office Supplies,Chairs,Product_883,1575.0564320894837,4,0.7662399312664175,-199.98069537981723
885,US-2024-323461,2023-09-10,2023-09-16,Second Class,CG-87701,Customer_884,Home Office,United States,Los Angeles,Arizona,25018,East,FUR-7963,Office Supplies,Art,Product_884,1474.9309527403627,9,0.5558825078962525,76.84581242492476
886,US-2021-538080,2024-10-27,2024-11-01,Second Class,CG-99100,Customer_885,Corporate,United States,Los Angeles,Arizona,67061,West,FUR-4062,Furniture,Binders,Product_885,585.5437503183588,1,0.2596333038784399,54.87794878030773
887,US-2021-513523,2023-07-05,2023-07-11,First Class,CG-35301,Customer_886,Home Office,United States,Los Angeles,Illinois,41322,West,FUR-4852,Furniture,Chairs,Product_886,421.7876306171591,7,0.5359021341967125,-27.819098116108876
888,US-2022-464662,2022-05-01,2022-05-07,Standard Class,CG-54763,Customer_887,Home Office,United States,Chicago,Texas,60073,West,FUR-5990,Office Supplies,Storage,Product_887,349.8664778492213,2,0.6766680405229453,0.21066763835906954
889,US-2024-381755,2022-11-25,2022-12-02,First Class,CG-30765,Customer_888,Corporate,United States,Phoenix,Arizona,82650,Central,FUR-1387,Office Supplies,Tables,Product_888,1294.9850945722462,9,0.6967227811290431,-6.784360695810278
890,US-2021-799151,2021-01-25,2021-01-30,First Class,CG-54787,Customer_889,Home Office,United States,Chicago,Arizona,82110,Central,FUR-8037,Office Supplies,Art,Product_889,987.9000951280782,3,0.01641582321933228,312.3943904339175
891,US-2023-438384,2021-06-05,2021-06-09,Standard Class,CG-17425,Customer_890,Corporate,United States,Houston,California,34996,Central,FUR-7910,Furniture,Tables,Product_890,522.3884522908272,6,0.6545824059282115,-39.44932009597963
892,US-2023-339719,2022-09-24,2022-09-29,Second Class,CG-22857,Customer_891,Corporate,United States,New York,California,79345,East,FUR-3003,Office Supplies,Storage,Product_891,963.2859376866536,5,0.6825621720479461,42.58938171728062
893,US-2021-832763,2023-12-17,2023-12-20,First Class,CG-62771,Customer_892,Consumer,United States,Chicago,New York,56304,West,FUR-6745,Furniture,Tables,Product_892,2596.8135983752027,2,0.47645616391882095,355.52204933555424
894,US-2021-889177,2021-01-19,2021-01-25,Standard Class,CG-32444,Customer_893,Consumer,United States,Los Angeles,Illinois,93086,South,FUR-2540,Office Supplies,Phones,Product_893,721.7436862475022,9,0.3839230748400179,80.21933854052287
895,US-2024-941675,2024-11-08,2024-11-12,Second Class,CG-51457,Customer_894,Consumer,United States,Los Angeles,California,39249,South,FUR-9641,Office Supplies,Phones,Product_894,1083.5222100532073,3,0.08879913375810125,382.9475030012621
896,US-2024-366010,2024-05-01,2024-05-04,First Class,CG-89741,Customer_895,Corporate,United States,Houston,Illinois,96949,East,FUR-4547,Technology,Binders,Product_895,196.01758964868696,6,0.19169107173511934,32.12304414998522
897,US-2022-787605,2021-08-25,2021-08-29,First Class,CG-10704,Customer_896,Consumer,United States,Phoenix,Arizona,80223,East,FUR-1301,Office Supplies,Binders,Product_896,252.581264755495,9,0.3923880957323392,25.77157596092696
898,US-2024-537940,2024-11-11,2024-11-16,First Class,CG-15452,Customer_897,Corporate,United States,New York,New York,31123,South,FUR-8104,Furniture,Binders,Product_897,107.88586554670184,8,0.6920637689388083,4.267152449802893
899,US-2023-695642,2024-12-20,2024-12-23,Second Class,CG-48862,Customer_898,Home Office,United States,Chicago,Illinois,43095,West,FUR-3019,Office Supplies,Binders,Product_898,949.2962822981794,5,0.6425074854394585,-27.36756268893413
900,US-2023-151374,2021-10-04,2021-10-10,First Class,CG-71471,Customer_899,Consumer,United States,Phoenix,California,97158,Central,FUR-5161,Technology,Storage,Product_899,587.3025984648625,6,0.3967436647349891,56.28109829192252
901,US-2021-214397,2024-06-04,2024-06-10,Second Class,CG-79217,Customer_900,Corporate,United States,Phoenix,Arizona,85821,East,FUR-1229,Office Supplies,Tables,Product_900,1584.6212931817392,3,0.6285016182643832,-155.8828235950907
902,US-2024-348552,2023-01-15,2023-01-18,Same Day,CG-96058,Customer_901,Corporate,United States,Chicago,Texas,70185,East,FUR-8710,Office Supplies,Binders,Product_901,445.85112951300147,5,0.6125867000131615,-28.54520397394043
903,US-2022-486721,2022-07-06,2022-07-11,First Class,CG-28300,Customer_902,Corporate,United States,Chicago,Arizona,63884,East,FUR-2832,Office Supplies,Storage,Product_902,320.99219173661373,6,0.4632122810932859,-0.010623346975862091
904,US-2023-523332,2024-09-08,2024-09-11,Same Day,CG-19566,Customer_903,Corporate,United States,Chicago,California,15291,South,FUR-9242,Furniture,Art,Product_903,273.2956983435797,3,0.1762603627455734,61.47048636510213
905,US-2023-967461,2024-03-22,2024-03-27,Standard Class,CG-17501,Customer_904,Consumer,United States,Chicago,California,51193,Central,FUR-4678,Office Supplies,Binders,Product_904,512.9090369013885,2,0.2784030150078796,63.85553722148718
906,US-2022-980006,2022-10-01,2022-10-05,First Class,CG-11845,Customer_905,Consumer,United States,Los Angeles,Texas,13122,West,FUR-8496,Office Supplies,Tables,Product_905,675.0373262119094,9,0.13125164015393453,101.10727416968018
907,US-2022-392575,2021-08-25,2021-08-30,Standard Class,CG-49181,Customer_906,Consumer,United States,Phoenix,Arizona,14876,West,FUR-5482,Office Supplies,Phones,Product_906,2997.0282176090645,7,0.005720405138207419,896.5138657200307
908,US-2023-511124,2023-09-25,2023-09-28,Standard Class,CG-67263,Customer_907,Corporate,United States,Phoenix,Illinois,94648,South,FUR-9944,Technology,Chairs,Product_907,398.0746091367404,4,0.06442034507314923,120.07254199324797
909,US-2023-129336,2021-02-24,2021-02-27,Standard Class,CG-88766,Customer_908,Home Office,United States,Los Angeles,Illinois,84660,East,FUR-6887,Furniture,Phones,Product_908,525.0165260211053,3,0.6077005075144998,22.814642336096938
910,US-2022-927424,2024-12-30,2025-01-03,Same Day,CG-73038,Customer_909,Corporate,United States,Phoenix,Arizona,67147,South,FUR-2478,Furniture,Tables,Product_909,3310.230525080964,4,0.02678892061399818,1172.1828221173814
911,US-2023-155350,2022-11-15,2022-11-18,Second Class,CG-93290,Customer_910,Home Office,United States,Chicago,Illinois,11823,South,FUR-3088,Technology,Tables,Product_910,522.7332779348066,9,0.31988211105130004,71.32707257285803
912,US-2021-693849,2021-04-19,2021-04-26,Same Day,CG-44404,Customer_911,Consumer,United States,New York,Arizona,62652,West,FUR-7040,Furniture,Tables,Product_911,289.8643627687693,9,0.7886242653375622,-33.679271082486466
913,US-2021-610470,2024-04-22,2024-04-25,Same Day,CG-32564,Customer_912,Corporate,United States,Phoenix,Arizona,68204,Central,FUR-9152,Technology,Tables,Product_912,106.2819261119548,6,0.6361913742481762,1.9905191350839218
914,US-2022-938387,2024-10-23,2024-10-30,Standard Class,CG-67435,Customer_913,Corporate,United States,New York,California,60382,West,FUR-3993,Office Supplies,Binders,Product_913,365.7689376133154,9,0.6004940840313313,-35.68957177972416
915,US-2024-161240,2024-05-06,2024-05-09,First Class,CG-28227,Customer_914,Consumer,United States,New York,New York,20387,South,FUR-4340,Furniture,Art,Product_914,588.6691512251261,9,0.21976701437852286,127.63631091242073
916,US-2022-775453,2024-10-26,2024-10-29,Second Class,CG-57475,Customer_915,Corporate,United States,Los Angeles,California,61175,South,FUR-3343,Office Supplies,Chairs,Product_915,2072.5244231671263,6,0.5133841724886866,50.66140581169782
917,US-2022-499371,2022-01-08,2022-01-12,Standard Class,CG-27215,Customer_916,Home Office,United States,Houston,Illinois,28980,East,FUR-8188,Office Supplies,Binders,Product_916,71.45339184275626,5,0.3989694781475064,6.5087121989753225
918,US-2024-670895,2023-08-31,2023-09-07,Second Class,CG-81074,Customer_917,Home Office,United States,Phoenix,New York,34224,East,FUR-2238,Furniture,Phones,Product_917,197.31177804840755,3,0.4990595210546799,1.9186885680287702
919,US-2024-811028,2021-07-20,2021-07-24,Same Day,CG-31699,Customer_918,Home Office,United States,Los Angeles,Arizona,17121,South,FUR-7856,Office Supplies,Art,Product_918,67.42330600690559,1,0.34865289519479764,3.4472630138039317
920,US-2024-281196,2023-04-29,2023-05-06,Second Class,CG-22454,Customer_919,Corporate,United States,Los Angeles,Illinois,77966,West,FUR-6660,Office Supplies,Storage,Product_919,2447.1278131017534,4,0.4247704322425119,166.15928527154563
921,US-2021-415014,2022-05-24,2022-05-31,Second Class,CG-58217,Customer_920,Corporate,United States,New York,Texas,83490,East,FUR-5339,Technology,Tables,Product_920,473.9638667609317,1,0.7907169992141453,-63.37751624900443
922,US-2023-549763,2024-09-07,2024-09-13,First Class,CG-31711,Customer_921,Home Office,United States,Phoenix,Illinois,21881,Central,FUR-9374,Furniture,Phones,Product_921,287.71288910390155,1,0.26345028400637177,74.89124283640389
923,US-2021-688398,2021-10-02,2021-10-09,Standard Class,CG-25059,Customer_922,Corporate,United States,Los Angeles,New York,92453,Central,FUR-9735,Office Supplies,Storage,Product_922,86.98344296745884,6,0.17316221878746374,26.280027272074612
924,US-2023-284626,2021-07-30,2021-08-03,Second Class,CG-58398,Customer_923,Home Office,United States,Chicago,New York,93176,South,FUR-3826,Technology,Chairs,Product_923,442.90620164449945,5,0.3587955542645784,66.16384228568143
925,US-2021-776296,2022-05-19,2022-05-23,Second Class,CG-11286,Customer_924,Consumer,United States,Los Angeles,Arizona,60809,Central,FUR-8091,Furniture,Phones,Product_924,269.3517582892837,7,0.41945640848724236,46.062398466797795
926,US-2023-479039,2024-02-16,2024-02-21,Same Day,CG-44297,Customer_925,Home Office,United States,Chicago,Texas,87621,Central,FUR-1092,Office Supplies,Art,Product_925,53.71100289776872,1,0.0685030689949807,16.972860664044088
927,US-2021-628714,2022-12-04,2022-12-07,Same Day,CG-36485,Customer_926,Consumer,United States,Houston,Arizona,33097,East,FUR-3415,Office Supplies,Binders,Product_926,484.06149507870396,1,0.6447776177428561,-25.75715953086393
928,US-2024-844199,2021-02-11,2021-02-17,Second Class,CG-69967,Customer_927,Consumer,United States,Chicago,Texas,12978,East,FUR-5254,Office Supplies,Storage,Product_927,1098.889995458151,8,0.3376422301559141,166.98624501402105
